"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Fn1",1.79752534808016e-120,1.08585286658047,0.932,0.006,3.97486780220966e-116
"Saa3",5.11406422760892e-113,-1.68211164590187,0.025,0.982,1.13087302265116e-108
"Ccl6",2.89216267542408e-111,1.11220210328656,0.916,0.018,6.39543932416528e-107
"Cd74",5.94560785002482e-98,1.15202955010767,0.969,0.066,1.31475226387599e-93
"Gcat",2.35081239058752e-67,-0.691772253052572,0.074,0.771,5.19835143930617e-63
"Cebpb",5.11491862801228e-67,0.806137040784971,0.864,0.102,1.13106195621235e-62
"Wfdc17",3.86107776698556e-62,0.801593539020657,0.644,0.018,8.53800126613516e-58
"Cln6",2.35519288170767e-61,-0.701263702029869,0.04,0.699,5.20803801932017e-57
"Ier3",4.10047079038942e-58,0.626639258721138,1,0.991,9.06737105878813e-54
"Nusap1",6.53575968169735e-58,-0.624457308787893,0.22,0.925,1.44525253841373e-53
"Hap1",1.5591889071672e-57,-0.640825318674942,0.142,0.774,3.44783443041883e-53
"Espn",2.32443957006609e-57,0.486849134915542,0.997,0.97,5.14003322128714e-53
"Plk1",7.16886669395037e-56,-0.660177381100159,0.034,0.645,1.58525149203325e-51
"Cenps",1.78674235201855e-55,-0.654724640788738,0.077,0.714,3.95102336301861e-51
"Hilpda",3.08179145168765e-54,0.720507004596475,1,0.988,6.81476543711691e-50
"Cenpm",3.23141049013318e-54,-0.663218740306778,0.164,0.81,7.1456180168315e-50
"Igf1r",3.85396902573133e-54,0.68337898562403,0.783,0.13,8.52228170659968e-50
"Cdc20",4.94160257943692e-54,-0.716114112967332,0.043,0.651,1.09273657839089e-49
"Knl1",2.79311455827162e-53,-0.702635915315316,0.046,0.657,6.17641422270603e-49
"Ankrd37",1.62495996123067e-52,0.688856165044645,0.607,0.033,3.59327396226937e-48
"Noct",2.20732598025061e-52,0.656001996521702,0.656,0.054,4.88105994012817e-48
"Ctss",2.84663811888222e-52,0.746579015861805,0.923,0.175,6.29477087228424e-48
"Ncam1",3.25556875653691e-52,0.602306641943432,0.963,0.389,7.19903919133006e-48
"Nacc2",9.50674962257037e-52,-0.583136771149594,0.118,0.723,2.10222754403899e-47
"Gm16062",8.32969372470895e-51,-0.616474452989395,0.028,0.59,1.84194517334489e-46
"Gadd45g",3.80528644665446e-49,0.709581137790406,0.811,0.136,8.41462991948701e-45
"Cask",1.30449906038315e-48,0.599076485267019,0.635,0.066,2.88463877222526e-44
"Gsta2",6.94176728467501e-48,-0.39705246635722,0.994,0.994,1.53503299966018e-43
"Cttnbp2",1.07480826609434e-47,-0.58242248208904,0.127,0.693,2.37672351881442e-43
"Gm42418",5.90764314259671e-47,1.29702372917188,1,1,1.30635712812241e-42
"Gm10639",1.02280232830169e-46,-0.536503045292257,0.347,0.895,2.26172278857352e-42
"Rnf19b",2.01402666227282e-46,0.903301558606654,0.752,0.127,4.45361715828389e-42
"Rad51ap1",5.46856168024162e-46,-0.587748690388553,0.124,0.708,1.20926304435183e-41
"F3",8.29854760681744e-46,0.642936235587237,0.498,0.012,1.83505783229554e-41
"Cck",2.41987121409917e-44,-0.578788128619244,0.214,0.792,5.3510612157375e-40
"Slc11a2",3.46887948934018e-44,-0.53376256139672,0.167,0.753,7.67073321477795e-40
"Slc25a10",3.53866246828847e-44,-0.52988338349855,0.09,0.627,7.8250443161263e-40
"Cdkn3",5.02333954442911e-44,-0.552597150528532,0.285,0.867,1.11081107345961e-39
"Cdkn1a",1.37791368668054e-43,0.410255501821383,1,0.997,3.04698053535668e-39
"Aaas",4.09550033665518e-43,-0.571013934399506,0.161,0.72,9.0563798944456e-39
"Ccdc167",5.0989642901474e-43,-0.566478034066198,0.115,0.684,1.1275339734803e-38
"Enho",5.49056384805522e-43,-0.313625255101707,0.997,0.994,1.21412838372045e-38
"Arg1",1.06013838200788e-42,0.871049472677255,0.461,0.006,2.34428400413404e-38
"Trib1",1.17346972095383e-42,0.612538745073581,0.601,0.066,2.59489359394521e-38
"Tacc3",1.28343565094434e-42,-0.567936333028827,0.319,0.873,2.83806125493321e-38
"Plek",1.4713723982404e-42,0.505252492844568,0.935,0.223,3.253645784229e-38
"Cd68",5.06130533053583e-42,0.636420879663789,0.517,0.03,1.11920644774139e-37
"Dlc1",1.66969945668642e-41,0.416313754490915,0.997,0.973,3.69220640857069e-37
"Spc25",7.0016199621382e-41,-0.482148422944671,0.384,0.925,1.54826822222762e-36
"Sdc4",1.43838807479193e-40,0.368674346480675,0.997,0.964,3.18070754978739e-36
"Cpeb2",1.50383340276526e-40,0.508774091494141,0.616,0.078,3.32542680353483e-36
"Ero1l",3.05189435691036e-40,0.564027443512292,1,0.997,6.74865399143588e-36
"Sdsl",2.75209783400843e-39,-0.498245170411377,0.238,0.756,6.08571394034284e-35
"Gsdme",2.9823283687553e-39,-0.5731802175011,0.121,0.627,6.5948227218286e-35
"Cxcl2",7.52656523697055e-39,0.992789487232284,1,0.97,1.6643493708513e-34
"Kdm4b",7.61804953208159e-39,0.547109523288192,0.619,0.087,1.6845792930292e-34
"H2-Ab1",1.23881920698964e-38,0.851203987239889,0.511,0.042,2.7394009124162e-34
"Snx18",1.78198823766954e-38,0.601840269715498,0.817,0.181,3.94051058995864e-34
"Car6",2.02194130088346e-38,-0.388478422066288,0.994,0.994,4.47111879864359e-34
"Mlana",4.15765289489514e-38,-0.600188609972162,1,1,9.19381784648161e-34
"Comtd1",6.51297368166356e-38,-0.403957574822615,0.985,0.988,1.44021387022626e-33
"Dbi",9.07772487442814e-38,-0.515314063531313,1,1,2.00735730148229e-33
"Foxm1",9.56718188997938e-38,-0.490612823951049,0.263,0.789,2.11559093133114e-33
"Rnd2",1.23450460647242e-37,-0.483609824042981,0.22,0.735,2.72986003629245e-33
"Tpd52",5.32643605325706e-37,0.401264676981464,1,0.994,1.17783480445673e-32
"Aire",5.56031378119409e-37,0.54801116341581,0.734,0.232,1.22955218643545e-32
"Ckap2l",9.00247625831831e-36,-0.545313424068156,0.028,0.464,1.99071757500193e-31
"Gys1",9.52292678154478e-36,0.345873088792918,0.994,0.973,2.105804799203e-31
"Hint1",2.11198812098551e-35,-0.474689596542706,1,1,4.67023933193527e-31
"Smarcd1",2.37769312439159e-35,-0.300092450473407,0.997,0.991,5.25779280596713e-31
"Errfi1",3.14031828033223e-35,0.618987028180278,0.693,0.136,6.94418581329866e-31
"Fstl1",4.53535426627176e-35,0.468960706913962,0.458,0.039,1.00290288890067e-30
"Lgals3",6.04881267471318e-35,0.740927814905491,1,0.985,1.33757394675933e-30
"Incenp",6.19147087819744e-35,-0.497447112802898,0.337,0.898,1.3691199552958e-30
"Ccdc34",7.44175200768483e-35,-0.365211418013579,0.988,0.994,1.64559462145935e-30
"Cryab",9.20782089231012e-35,-0.38976572484846,0.997,0.994,2.03612543391654e-30
"Bmyc",1.27826433526227e-34,-0.337980733583497,0.997,0.994,2.82662592456545e-30
"Nme6",1.6611236831445e-34,-0.487366074858877,0.142,0.617,3.67324280053744e-30
"Sord",2.18956730081163e-34,-0.461620820269923,0.211,0.702,4.84179017228476e-30
"Ptges2",3.4200651775861e-34,-0.497378947004454,0.229,0.711,7.56279012719614e-30
"Fem1c",6.39190008250208e-34,0.631209998080238,0.653,0.127,1.41344086524368e-29
"Stmn1",2.56725565094787e-33,-0.49670103857201,1,1,5.67697242094101e-29
"Itprid2",2.71607821641722e-33,0.559023235746579,0.632,0.148,6.0060637599634e-29
"Mxi1",3.02902851957232e-33,0.57016379335178,1,0.982,6.69809076533027e-29
"Babam1",3.33954715862208e-33,-0.433588341509328,0.988,1,7.384740631861e-29
"Prim1",8.69197379306453e-33,-0.47928928873816,0.288,0.789,1.92205616486036e-28
"Abhd18",1.01935536557596e-32,0.418590777429929,0.907,0.431,2.25410051989812e-28
"Filip1l",1.08101665346834e-32,0.545694520149935,0.663,0.133,2.39045212581455e-28
"Surf6",1.2407667037315e-32,-0.46137460556826,0.257,0.768,2.74370741196147e-28
"Birc5",2.23609973964953e-32,-0.44891290939152,0.997,1,4.944687354287e-28
"Agpat2",3.00001813726298e-32,-0.472871411399517,0.251,0.732,6.63394010692963e-28
"Emp1",3.26086784118959e-32,0.584279483338938,0.675,0.151,7.21075705722254e-28
"Arhgap12",3.64349445982633e-32,0.451626776182786,0.672,0.169,8.05685929901397e-28
"Sav1",6.61631745042737e-32,0.472963871303951,0.74,0.262,1.46306627781301e-27
"Fez2",9.85711159327657e-32,0.532589957480548,0.464,0.048,2.17970308662125e-27
"Cdk5",1.02697352948551e-31,-0.480129255308019,0.198,0.669,2.27094656575131e-27
"Uqcr10",1.18567393369708e-31,-0.496425633200902,1,1,2.62188076958435e-27
"P4ha1",2.31882668324676e-31,0.471611033223611,1,0.988,5.12762144466355e-27
"Cmss1",2.38079552745601e-31,1.02276852725354,1,1,5.26465314986348e-27
"Trib3",4.11572960575636e-31,-0.516573528627102,0.015,0.386,9.10111287720904e-27
"Ndufs6",4.38135067949871e-31,-0.360594755479728,1,1,9.68848075757549e-27
"Uap1l1",4.87497971764112e-31,-0.289086489770469,0.997,0.994,1.07800426496198e-26
"Bnip3",1.10386152324438e-30,0.38962430794069,1,1,2.44096898635029e-26
"Lonrf1",2.31103263773471e-30,0.476441128572365,0.406,0.027,5.11038647182277e-26
"Rangap1",2.71302787247763e-30,-0.406044055494472,1,1,5.99931853440978e-26
"Aebp1",3.05083633413738e-30,-0.308274226767307,1,0.997,6.74631438567799e-26
"Bnip1",3.50815354238166e-30,0.519508576988086,0.613,0.163,7.75757992826857e-26
"Gpc6",3.98068931072734e-30,0.443306348080908,0.384,0.021,8.80249827281137e-26
"Rnf149",4.53276893054801e-30,0.508632291029407,0.728,0.244,1.00233119361208e-25
"Ctsh",5.74552551124238e-30,0.636551190685681,0.378,0.018,1.27050805630103e-25
"Cox7a2",7.78136649405027e-30,-0.434504182541538,1,1,1.72069357282934e-25
"Fzr1",1.02677230772108e-29,-0.448755450317137,0.316,0.798,2.27050160406363e-25
"P3h3",1.89120654461524e-29,0.484506258435941,0.632,0.193,4.18202503210769e-25
"Selenoh",1.94819775355082e-29,-0.401027574001468,1,1,4.30804969242693e-25
"Ndufaf2",2.0076617531983e-29,-0.332880764397588,0.988,0.988,4.4395424348474e-25
"Myof",2.10832108539093e-29,0.42838808906251,0.359,0.015,4.66213041612497e-25
"Lmo4",2.50843638143701e-29,-0.283965394862249,0.991,0.982,5.54690537027166e-25
"Uqcc2",2.60147159209227e-29,-0.337675143207866,1,1,5.75263413159364e-25
"Ndufa4",3.37694232411336e-29,-0.450233717654775,1,1,7.46743256131187e-25
"Ptgds",5.11669845237647e-29,-0.569049816211202,1,1,1.13145552877401e-24
"Fbln1",5.73728584301031e-29,-0.274166372447042,0.988,0.979,1.26868601846487e-24
"Syngr1",6.1869725420253e-29,-0.410329651128863,1,0.997,1.36812523821805e-24
"Rgcc",6.61928592680067e-29,0.45161374188222,0.74,0.196,1.46372269699343e-24
"Slc24a5",8.52817163421432e-29,-0.338461853627487,0.997,0.994,1.88583459347381e-24
"Sox10",9.50140687309066e-29,-0.284536275710673,1,0.994,2.10104610184654e-24
"Bfsp2",9.66199508771274e-29,-0.288620545108189,0.966,0.976,2.13655697374592e-24
"Trpm1",1.34867794099536e-28,-0.351067882119702,0.997,0.997,2.98233153092305e-24
"Gphn",3.1998432888256e-28,1.08465755323272,1,0.997,7.07581346458005e-24
"Cenpe",3.25996134336273e-28,-0.388374064220325,0.458,0.901,7.208752518578e-24
"Anln",4.75915862587293e-28,-0.445296129734639,0.229,0.681,1.05239274693928e-23
"Creb5",5.16120497164654e-28,0.350972071181369,0.994,0.97,1.1412972553802e-23
"Gm10863",6.09606446821472e-28,-0.414120817114558,0.26,0.714,1.34802273585632e-23
"Rpl35",1.25156548473532e-27,-0.496127929714008,1,1,2.76758675639521e-23
"Kctd12",2.01503671826779e-27,0.347432989220092,0.588,0.12,4.45585069510556e-23
"Cst6",2.29098457607515e-27,-0.285577979332952,0.994,0.994,5.06605419307497e-23
"Fah",2.41838046750582e-27,-0.436417856023404,0.461,0.867,5.34776472779562e-23
"Tmem256",4.70211610934661e-27,-0.301493886611267,1,1,1.03977893525981e-22
"Selenbp1",5.94258210231368e-27,0.270189781568905,0.994,0.955,1.31408318028462e-22
"Bc1",6.86878259878749e-27,-0.264479108887622,0.997,0.994,1.51889389606988e-22
"Ndufb2",8.09146143956244e-27,-0.305759809247662,1,1,1.78926486813044e-22
"Prdx1",9.83148849598735e-27,-0.385450698635497,1,1,2.17403705111768e-22
"Orai3",1.06480610036859e-26,-0.400743996902738,0.207,0.648,2.35460572974507e-22
"Esrra",1.10379341098536e-26,0.472608483929106,0.474,0.081,2.44081836971193e-22
"Ubxn8",1.33432581733221e-26,-0.427801375505688,0.319,0.768,2.95059467986671e-22
"Ino80b",1.43203571511349e-26,-0.363426050677208,0.991,0.991,3.16666057683045e-22
"Coq4",1.64506437142794e-26,-0.407809900318221,0.266,0.705,3.63773084453861e-22
"Itgb3bp",2.12893119567745e-26,-0.321906092355073,0.985,0.985,4.70770555300155e-22
"Fkbp4",3.61780025370005e-26,-0.358351727269964,1,1,8.00004170100691e-22
"Fdps",3.68982700011271e-26,-0.304183270178887,0.997,1,8.15931444534925e-22
"Mgll",4.92852638761909e-26,-0.344343481474829,0.994,0.976,1.08984504009421e-21
"Trim25",5.58453081484403e-26,0.568249134755044,0.817,0.413,1.23490729908646e-21
"Cpox",7.55523307631343e-26,0.378959249768599,0.427,0.057,1.67068869016519e-21
"Lmf2",8.05194596705254e-26,-0.435031369053246,0.294,0.738,1.78052681169433e-21
"Scrn1",1.30841405135377e-25,-0.272464728407407,0.997,0.994,2.8932959917586e-21
"Slc25a39",1.54286292826345e-25,-0.301973447767712,1,1,3.41173279326898e-21
"Fam129b",1.74931502395295e-25,0.379295277387109,0.588,0.169,3.86826031246716e-21
"Brca1",1.96683034066117e-25,-0.300118235608002,1,0.997,4.34925193230405e-21
"B9d1",2.04966428656686e-25,-0.40180005345664,0.328,0.738,4.53242263688529e-21
"Ndufa5",2.12876277187284e-25,-0.315777639707405,1,1,4.70733311744241e-21
"Tspan10",2.57718138750458e-25,-0.275242858961898,0.997,0.994,5.69892120218887e-21
"Plekha2",2.99781128774759e-25,0.461998781351714,0.907,0.355,6.62906010059625e-21
"Nudt16l1",3.14622083063977e-25,-0.257301363145742,0.997,1,6.95723812279371e-21
"Lars2",4.00396175467169e-25,0.984447311069244,1,0.985,8.85396062810551e-21
"Hmmr",4.24107832701342e-25,-0.419542752232081,0.551,0.925,9.37829650452478e-21
"Myo9a",4.35913918592085e-25,0.469888982575514,0.693,0.268,9.63936448182678e-21
"Ier5",4.73741188896684e-25,0.529874072326063,0.805,0.265,1.04758389100724e-20
"Gbe1",8.77271887568972e-25,0.417803051256163,0.997,0.982,1.93991132498127e-20
"Cycs",1.53098905665207e-24,-0.362623074296082,1,1,3.38547610097473e-20
"Acsl4",2.47615945887404e-24,0.522069505150735,0.734,0.289,5.47553141140816e-20
"Arl2",3.18229718578368e-24,-0.260909704346013,0.997,0.997,7.03701376692345e-20
"Ndufc1",3.24872404483301e-24,-0.323281992359737,1,1,7.18390348033925e-20
"Gm29904",3.39011961814968e-24,-0.393154540434424,0.043,0.367,7.4965715116144e-20
"Polr2i",4.18600067054192e-24,-0.339462295119402,0.997,0.994,9.25650328276934e-20
"Ubtd1",4.25081702254195e-24,-0.331314888466463,0.282,0.708,9.39983168194702e-20
"Egln1",4.87934833758859e-24,0.320039661071446,1,1,1.07897029789096e-19
"Bag2",5.42353671561877e-24,0.418767001676901,0.421,0.075,1.19930667392478e-19
"Ndufa12",5.66706808293534e-24,-0.345137256966888,1,1,1.25315876517949e-19
"Slc2a1",8.22139017000391e-24,0.431885195645163,1,0.976,1.81799600829296e-19
"Pebp1",8.7409746262832e-24,-0.350026905098022,1,1,1.93289171911e-19
"Ganc",1.13985351814158e-23,-0.409926841330323,0.276,0.696,2.52055808466648e-19
"Lrrk1",1.23187171769663e-23,0.618433002445032,0.641,0.178,2.72403792934257e-19
"Stard13",1.67543414673767e-23,-0.341114119497678,0.124,0.494,3.70488752868101e-19
"Hs1bp3",2.18974020938687e-23,-0.421931008562874,0.297,0.69,4.84217252501719e-19
"Bhlhe40",2.19410448494766e-23,0.536722344797855,1,0.997,4.85182324756477e-19
"Fasn",2.34349793965838e-23,-0.250622530771951,0.991,0.985,5.18217699396657e-19
"S100a1",2.75946603718761e-23,-0.290178033106883,0.997,0.994,6.10200724803297e-19
"Mfsd5",3.09520035232267e-23,-0.281897806700664,0.988,0.991,6.84441653909112e-19
"Ikbip",3.27141255790107e-23,0.355395655124054,0.576,0.181,7.23407458928664e-19
"Abcc1",5.36323521225267e-23,0.483102258095931,0.802,0.383,1.18597220248543e-18
"Mid1ip1",6.38216501751977e-23,-0.31302254166547,0.189,0.602,1.41128815032415e-18
"Ldhb",6.61083663013643e-23,-0.369659975575977,1,0.997,1.46185430402207e-18
"Cort",7.71811015459726e-23,-0.349562435257939,0.384,0.774,1.70670569848609e-18
"Zfand2b",9.81508834178455e-23,-0.436014781577345,0.337,0.738,2.17041048501882e-18
"Cubn",1.03557266127979e-22,-0.402303424011678,0.139,0.506,2.289961825888e-18
"Tpd52l1",1.28600765593418e-22,-0.27350880860663,0.988,0.982,2.84374872956725e-18
"Afmid",1.45714242600996e-22,-0.306941072468632,0.204,0.62,3.22217904663583e-18
"Ndufs5",1.51408580993333e-22,-0.306732061958902,1,1,3.34809795150557e-18
"Cox5b",2.05635013949793e-22,-0.35965827813311,1,1,4.54720706347177e-18
"Ssna1",2.11258138580031e-22,-0.331886783989257,0.985,0.994,4.67155121842023e-18
"Adamts1",2.56726171569532e-22,0.274314969333652,0.994,0.976,5.67698583191707e-18
"Atp5j2",2.92564209010058e-22,-0.366880938125532,1,1,6.46947235383941e-18
"1110038F14Rik",3.02219867927554e-22,-0.294943089285211,0.991,0.994,6.68298793948201e-18
"Zdhhc2",3.33948818068262e-22,-0.3034545283842,0.325,0.774,7.38461021394349e-18
"Tmem144",3.4076670815954e-22,-0.334458158570962,0.251,0.642,7.53537421753192e-18
"Fxn",4.46468376576204e-22,-0.309231873693202,0.988,0.991,9.87275521122959e-18
"Cd274",5.50904483016396e-22,0.563823858931287,0.638,0.184,1.21821508329416e-17
"Sppl2b",6.4214677273459e-22,-0.377125563161901,0.198,0.578,1.419979158548e-17
"Serf1",9.06282281371757e-22,-0.279609831458378,0.567,0.91,2.00406200879737e-17
"Pck2",9.37552709892961e-22,-0.327212186861804,0.043,0.361,2.07321030738631e-17
"Slc24a4",9.84749527043152e-22,-0.426970872953831,0.102,0.44,2.17757662915052e-17
"Kdm3a",1.02022041740246e-21,0.442347268743017,0.997,0.979,2.25601340900205e-17
"1700037H04Rik",1.08411721075166e-21,-0.282279018234362,0.347,0.765,2.39730838813514e-17
"App",1.10432298874672e-21,0.341304776514101,1,0.994,2.44198942501562e-17
"Atp6v0c",1.20943589123022e-21,-0.351013597071558,1,1,2.67442558627739e-17
"Slc38a7",1.42188193610103e-21,-0.395566304563474,0.022,0.304,3.14420752530021e-17
"Col1a2",1.96648504666799e-21,0.459399729554873,0.341,0.039,4.34848838369692e-17
"Ndufb9",2.00488859958281e-21,-0.344395095506073,1,1,4.43341016025746e-17
"Tmem223",3.00451682468366e-21,-0.250800786761195,0.988,0.985,6.64388805442297e-17
"Chsy3",3.5194729608781e-21,-0.339389286846804,1,1,7.78261055838973e-17
"Fnip2",3.52649562277631e-21,0.355440338642486,0.997,0.973,7.79813977064525e-17
"St13",3.70570712411617e-21,-0.315741222582647,1,1,8.19443016355809e-17
"Cenpk",4.41667846544249e-21,-0.332567140069251,0.455,0.852,9.76660109063298e-17
"Cttnbp2nl",4.59641031689049e-21,0.419458087620862,0.276,0.015,1.01640421337399e-16
"Mindy1",6.06804920651444e-21,-0.38075018366129,0.387,0.759,1.34182772103654e-16
"Epb41l2",7.6487254546463e-21,0.519321052519036,0.997,0.997,1.69136265978594e-16
"Bcar1",9.85108208570706e-21,0.325153763290489,0.297,0.024,2.1783697816124e-16
"Zmynd19",1.20542409925735e-20,-0.354238587754061,0.396,0.777,2.66555431068778e-16
"Uqcr11",1.56972437558316e-20,-0.352583424264425,1,1,3.47113151172704e-16
"Isyna1",2.10957155880531e-20,-0.377823351542898,0.164,0.551,4.66489558798617e-16
"Rabggtb",2.22609453907478e-20,0.349217024192756,0.402,0.072,4.92256285425607e-16
"Wipi1",2.26392499614195e-20,0.358210320441963,0.622,0.256,5.00621734396869e-16
"Hspe1",2.33292631087058e-20,-0.382817956805464,1,1,5.15879995122811e-16
"Nmt1",2.47210335333152e-20,-0.299112655344039,1,0.997,5.46656214522199e-16
"Hmgn1",2.91709849746271e-20,-0.290797218778162,1,1,6.4505799074393e-16
"Ppp2r5d",3.72256195200008e-20,-0.46871301010981,0.186,0.545,8.23170124445778e-16
"Nop10",4.35223013522001e-20,-0.325019950670905,0.997,1,9.62408649801201e-16
"Xylt1",4.71566683807431e-20,0.482722729123424,0.604,0.178,1.04277540790337e-15
"Pf4",4.88203823557757e-20,0.379844404823898,0.282,0.021,1.07956511503327e-15
"Mecom",4.88659048775969e-20,-0.262488652474355,0.981,0.973,1.0805717545583e-15
"Gamt",5.62168169218185e-20,-0.273441654975185,0.582,0.907,1.24312247259217e-15
"Fabp5",6.68212749516495e-20,-0.254116421984302,1,1,1.47761885300583e-15
"Siah1a",7.96963623108826e-20,0.349884846967402,0.477,0.123,1.76232565978055e-15
"Vcl",9.00984607915761e-20,0.368701605973743,0.991,0.967,1.99234726348412e-15
"Anxa1",9.62552951334498e-20,0.30069492939334,0.997,0.97,2.12849334128598e-15
"Ckb",1.01615574403093e-19,-0.310698854627029,0.997,0.997,2.2470251967756e-15
"Slc25a36",1.03086616292173e-19,0.412533124516898,0.789,0.38,2.27955434606882e-15
"Alg3",1.04972724296392e-19,-0.375388422625844,0.019,0.274,2.32126185236611e-15
"Diaph3",1.15082143832971e-19,-0.281396365994601,0.498,0.901,2.54481144657849e-15
"Crip2",1.30657230532909e-19,-0.250185388524509,0.997,0.994,2.88922333877421e-15
"Fam102b",1.84764581380602e-19,0.362240327167248,0.399,0.081,4.08569918806926e-15
"Msantd2",1.88778767474749e-19,0.414143912975337,0.402,0.084,4.17446488516913e-15
"Hexb",2.15613260132351e-19,0.3914477011225,0.656,0.28,4.76785602130667e-15
"H2afz",2.5710004754508e-19,-0.324868690024903,1,1,5.68525335136436e-15
"Nme1",2.7201253172421e-19,-0.273002613837176,1,1,6.01501311401747e-15
"Tada2a",2.88443401142967e-19,-0.397650034098,0.263,0.617,6.37834892947443e-15
"Isoc1",3.30141898828999e-19,-0.418170411923943,0.173,0.518,7.30042780880566e-15
"Kif11",3.42055610762786e-19,-0.38865647161689,0.121,0.482,7.56387572079748e-15
"Pdap1",3.67319282906044e-19,-0.283386937173406,1,1,8.12253130290135e-15
"Uhrf1bp1l",4.82916319306084e-19,0.321235649173384,0.737,0.304,1.06787285688154e-14
"Hmg20b",5.54241905742755e-19,-0.263139061647338,0.994,0.994,1.22559512616895e-14
"Vill",6.82589061163782e-19,-0.334546327851336,0.214,0.563,1.50940919095147e-14
"Gab1",9.90919771306633e-19,0.33177639400712,0.65,0.298,2.19122089029036e-14
"Ndufa2",1.01140342173387e-18,-0.339070742725038,1,1,2.23651638648011e-14
"Lactb2",1.04516324230184e-18,0.343475365165052,0.396,0.084,2.31116947770206e-14
"Pold1",1.07173771842355e-18,-0.305240166677674,0.046,0.331,2.36993361674999e-14
"Raph1",1.40005423404376e-18,0.378798267635956,0.467,0.117,3.09593992774096e-14
"B3glct",1.42261175971482e-18,-0.342572468390253,0.387,0.741,3.14582138425739e-14
"Cd63",1.51012210800733e-18,-0.340674750131173,1,1,3.3393330174366e-14
"Dnajc21",1.58282652491647e-18,0.289786488472352,0.991,0.976,3.5001042945478e-14
"Tyrp1",1.69739271085241e-18,-0.356207987439663,1,1,3.75344450150794e-14
"Kmt5b",1.77942917078742e-18,0.369538457243045,0.567,0.19,3.93485172536223e-14
"Gpd1",1.91182141212209e-18,-0.300938473465963,0.012,0.247,4.22761068862558e-14
"H2-Aa",2.19482673723293e-18,0.602161865163659,0.269,0.024,4.85342036404317e-14
"AI506816",2.28616600255068e-18,-0.263689991740088,0.997,1,5.05539888144033e-14
"Bnip3l",2.3492169140603e-18,0.336414339799343,1,0.994,5.19482336206153e-14
"Gpr137b",2.39516008472656e-18,0.301310141078101,0.997,0.985,5.29641749535583e-14
"Osbpl8",2.57167214190375e-18,0.331368416737097,0.997,0.982,5.68673860739176e-14
"Vamp5",3.34081904160773e-18,-0.250222318051106,1,0.997,7.38755314670718e-14
"Dusp18",3.38437394561091e-18,-0.295196007467799,0.396,0.747,7.48386610592941e-14
"Eps8",3.54383095475965e-18,-0.328533847337652,1,0.997,7.83647339026001e-14
"Isca2",4.42840261398873e-18,0.410443737970361,0.567,0.217,9.79252670031328e-14
"Gnao1",4.77267180427601e-18,-0.289207494964618,0.341,0.693,1.05538091607955e-13
"Atp5mpl",4.79087937036684e-18,-0.324981260191287,1,1,1.05940715516922e-13
"Plin2",6.01453474733414e-18,0.253082205365129,1,0.991,1.329994068678e-13
"Arl6ip4",6.16172198514717e-18,-0.311497647429549,0.988,0.997,1.36254158257559e-13
"Tatdn2",6.44702553455176e-18,0.397284264886921,0.353,0.063,1.42563075645543e-13
"Lyn",6.49319492651095e-18,0.388983328881014,0.489,0.133,1.43584019409937e-13
"Robo1",7.5085977573647e-18,-0.314533217238989,0.402,0.744,1.66037622208606e-13
"Rabepk",7.85590560472077e-18,-0.384735594885096,0.446,0.777,1.7371764063719e-13
"Rpl31",1.04781371461042e-17,-0.330783894897944,1,1,2.31703046711802e-13
"Lpp",1.25678953003876e-17,0.394470593861629,1,0.997,2.7791386877747e-13
"Ddrgk1",1.30611336189733e-17,-0.314471318035978,1,0.994,2.88820847716357e-13
"Ctc1",1.45850691426711e-17,-0.323326767054701,0.139,0.455,3.22519633951887e-13
"Atp6v0e2",1.49610520744045e-17,-0.252801817157529,0.985,0.973,3.30833744521307e-13
"Cdk7",1.89683565630321e-17,0.296065603722286,0.57,0.226,4.19447268678329e-13
